dbLevel,dominantFrequency,variance,spikeCount,trainingLabel
45.4913,23.4375,91364.8,0,HUMAN
45.7155,23.4375,96052.4,0,HUMAN
47.859,23.4375,138965.0,0,HUMAN
44.9829,23.4375,72951.2,0,HUMAN
46.8208,23.4375,114669.0,0,HUMAN
44.8953,23.4375,71300.3,0,HUMAN
45.8923,23.4375,89071.8,0,HUMAN
45.9174,23.4375,95651.1,0,HUMAN
44.2271,23.4375,71719.8,0,HUMAN
45.6316,23.4375,92705.5,0,HUMAN
44.7155,23.4375,75995.3,0,HUMAN
45.7046,23.4375,100287.0,0,HUMAN
45.6823,23.4375,84124.8,0,HUMAN
44.6671,23.4375,76733.4,0,HUMAN
45.4952,23.4375,91814.9,0,HUMAN
45.8025,23.4375,91354.6,0,HUMAN
45.9913,23.4375,100923.0,0,HUMAN
45.678,23.4375,84702.5,0,HUMAN
68.6481,7.8125,3.51721E7,0,HUMAN
46.5591,23.4375,110404.0,0,HUMAN
46.129,23.4375,98270.8,0,HUMAN
69.0698,7.8125,3.82951E7,0,HUMAN
46.8153,23.4375,119994.0,0,HUMAN
46.1326,23.4375,117971.0,0,HUMAN
68.4142,7.8125,3.36123E7,0,HUMAN
45.9469,23.4375,87926.4,0,HUMAN
47.0287,23.4375,118655.0,0,HUMAN
67.9309,7.8125,3.0419E7,0,HUMAN
46.7478,23.4375,108534.0,0,HUMAN
45.6366,23.4375,97106.5,0,HUMAN
67.9237,7.8125,3.03305E7,0,HUMAN
45.7534,23.4375,94391.1,0,HUMAN
45.5245,23.4375,90337.0,0,HUMAN
67.9491,7.8125,3.0596E7,0,HUMAN
46.4997,23.4375,101063.0,0,HUMAN
46.5209,23.4375,97818.0,0,HUMAN
45.9592,23.4375,93558.3,0,HUMAN
46.139,23.4375,95742.7,0,HUMAN
47.3891,23.4375,124514.0,0,HUMAN
46.71,23.4375,117546.0,0,HUMAN
44.7293,23.4375,74009.6,0,HUMAN
45.6176,23.4375,88576.3,0,HUMAN
46.1542,23.4375,103449.0,0,HUMAN
46.3873,23.4375,105850.0,4,HUMAN
46.2271,23.4375,104051.0,0,HUMAN
45.8195,23.4375,94369.4,0,HUMAN
45.5473,23.4375,89774.0,0,HUMAN
46.165,23.4375,94984.5,0,HUMAN
46.3142,23.4375,103062.0,0,HUMAN
45.7183,23.4375,86335.8,0,HUMAN
46.0673,23.4375,94238.1,0,HUMAN
44.6305,23.4375,60181.0,0,HUMAN
46.4009,23.4375,104677.0,0,HUMAN
46.2338,23.4375,101820.0,0,HUMAN
68.8557,7.8125,3.65924E7,0,HUMAN
47.1518,23.4375,130693.0,0,HUMAN
45.5081,23.4375,89963.7,0,HUMAN
46.1257,23.4375,94401.6,0,HUMAN
47.1328,23.4375,127669.0,0,HUMAN
45.9282,23.4375,91537.6,0,HUMAN
46.5147,23.4375,106222.0,0,HUMAN
45.0915,23.4375,88015.4,0,HUMAN
45.1643,23.4375,90668.9,0,HUMAN
46.2371,23.4375,102730.0,0,HUMAN
45.5485,23.4375,86904.6,0,HUMAN
46.1072,23.4375,115838.0,0,HUMAN
44.6855,23.4375,78562.3,0,HUMAN
44.8943,23.4375,78304.4,0,HUMAN
46.0269,23.4375,103804.0,0,HUMAN
46.8309,23.4375,118428.0,0,HUMAN
46.0464,23.4375,103324.0,0,HUMAN
46.5652,23.4375,119970.0,0,HUMAN
44.4956,23.4375,69885.9,0,HUMAN
46.4875,23.4375,118169.0,0,HUMAN
46.1925,23.4375,96493.8,0,HUMAN
46.1774,23.4375,102329.0,0,HUMAN
45.2614,23.4375,80888.4,0,HUMAN
67.8688,7.8125,2.99545E7,0,HUMAN
47.6054,23.4375,140762.0,0,HUMAN
45.0577,23.4375,80865.7,0,HUMAN
45.7254,23.4375,96273.0,0,HUMAN
68.0728,7.8125,3.12552E7,0,HUMAN
45.4135,23.4375,91143.4,0,HUMAN
45.9342,23.4375,93851.8,0,HUMAN
68.5694,7.8125,3.43834E7,0,HUMAN
47.4034,23.4375,143221.0,0,HUMAN
46.8332,23.4375,111645.0,0,HUMAN
68.8214,7.8125,3.63728E7,0,HUMAN
45.2809,23.4375,81330.4,0,HUMAN
45.9942,23.4375,94248.7,0,HUMAN
67.8519,7.8125,2.98773E7,0,HUMAN
46.6637,23.4375,115803.0,0,HUMAN
47.3359,23.4375,132228.0,0,HUMAN
68.5227,7.8125,3.4138E7,0,HUMAN
46.271,23.4375,106051.0,0,HUMAN
46.1864,23.4375,100336.0,0,HUMAN
47.5211,23.4375,132177.0,0,HUMAN
46.9254,23.4375,122897.0,0,HUMAN
45.7628,23.4375,112108.0,0,HUMAN
44.7719,23.4375,79939.5,0,HUMAN
46.4011,23.4375,100131.0,0,HUMAN
46.4698,23.4375,96724.0,0,HUMAN
45.943,23.4375,93751.2,0,HUMAN
46.8664,23.4375,137185.0,0,HUMAN
45.5499,23.4375,86819.4,0,HUMAN
46.5354,23.4375,97925.2,0,HUMAN
45.1051,23.4375,77510.5,0,HUMAN
44.9156,23.4375,77699.1,0,HUMAN
45.4146,23.4375,86985.3,0,HUMAN
46.6688,23.4375,121761.0,0,HUMAN
45.6689,23.4375,104406.0,0,HUMAN
45.2209,23.4375,84880.5,0,HUMAN
45.2423,23.4375,73705.7,0,HUMAN
44.7395,23.4375,72336.2,0,HUMAN
46.1681,23.4375,91804.0,0,HUMAN
46.7389,23.4375,122028.0,0,HUMAN
45.3313,23.4375,83145.2,0,HUMAN
45.2545,23.4375,85979.2,0,HUMAN
45.7232,23.4375,96529.9,0,HUMAN
46.2214,23.4375,115032.0,0,HUMAN
46.2087,23.4375,107264.0,0,HUMAN
45.9388,23.4375,102297.0,0,HUMAN
48.8112,54.6875,217684.0,0,HUMAN
45.8222,23.4375,87521.5,0,HUMAN
46.7114,54.6875,119804.0,0,HUMAN
46.6999,23.4375,111998.0,0,HUMAN
45.3016,23.4375,75826.8,0,HUMAN
47.7715,23.4375,141179.0,0,HUMAN
45.0882,23.4375,85007.2,0,HUMAN
46.613,23.4375,102720.0,0,HUMAN
46.3018,23.4375,110691.0,0,HUMAN
46.9518,23.4375,113304.0,0,HUMAN
46.8676,23.4375,123972.0,0,HUMAN
46.1077,23.4375,107433.0,0,HUMAN
45.388,15.625,88925.2,0,HUMAN
50.9327,23.4375,261496.0,0,HUMAN
42.9778,23.4375,46841.4,0,HUMAN
45.3446,23.4375,89890.6,0,HUMAN
46.2525,23.4375,96318.4,0,HUMAN
45.4296,23.4375,84867.0,0,HUMAN
46.9577,23.4375,117822.0,0,HUMAN
46.3012,23.4375,95703.8,0,HUMAN
45.714,23.4375,94017.5,0,HUMAN
45.9312,23.4375,100368.0,0,HUMAN
45.9912,23.4375,94563.3,0,HUMAN
46.4912,23.4375,106724.0,0,HUMAN
46.4831,23.4375,105701.0,0,HUMAN
44.7351,23.4375,66566.6,0,HUMAN
45.9816,23.4375,89890.3,0,HUMAN
46.5786,23.4375,102964.0,0,HUMAN
44.7955,23.4375,79975.1,0,HUMAN
46.136,23.4375,88932.4,0,HUMAN
45.8516,23.4375,97393.5,0,HUMAN
46.2612,23.4375,104579.0,0,HUMAN
46.5844,23.4375,109199.0,0,HUMAN
46.3029,23.4375,104385.0,0,HUMAN
45.8828,23.4375,102180.0,0,HUMAN
45.9657,23.4375,90365.5,0,HUMAN
46.0729,23.4375,102072.0,0,HUMAN
46.0534,23.4375,95225.4,0,HUMAN
45.4437,23.4375,87357.9,0,HUMAN
44.8074,23.4375,74334.8,0,HUMAN
45.8739,23.4375,93377.5,0,HUMAN
46.5039,23.4375,109273.0,0,HUMAN
45.9156,23.4375,100950.0,0,HUMAN
45.1594,23.4375,79269.8,0,HUMAN
46.1795,23.4375,109932.0,0,HUMAN
45.9912,23.4375,97363.9,0,HUMAN
45.7525,23.4375,90871.4,0,HUMAN
46.0082,23.4375,97317.1,0,HUMAN
45.6151,23.4375,86453.0,0,HUMAN
45.6134,23.4375,84963.2,0,HUMAN
68.4592,7.8125,3.39482E7,0,HUMAN
45.885,23.4375,91973.4,0,HUMAN
46.3243,23.4375,116632.0,0,HUMAN
68.9783,7.8125,3.74509E7,0,HUMAN
47.6527,23.4375,144802.0,0,HUMAN
44.4652,23.4375,68290.3,0,HUMAN
45.8893,23.4375,88419.6,0,HUMAN
46.0131,23.4375,98307.2,0,HUMAN
45.416,23.4375,101144.0,0,HUMAN
46.3156,23.4375,105361.0,0,HUMAN
47.1643,23.4375,130136.0,0,HUMAN
45.9573,23.4375,96777.6,0,HUMAN
46.2437,23.4375,106829.0,0,HUMAN
45.9855,23.4375,93616.7,1,HUMAN
46.6986,23.4375,108395.0,0,HUMAN
45.9428,23.4375,104754.0,0,HUMAN
46.1158,23.4375,106208.0,0,HUMAN
46.3115,23.4375,110561.0,0,HUMAN
46.7204,23.4375,109738.0,0,HUMAN
46.679,23.4375,110104.0,0,HUMAN
45.3196,23.4375,85394.5,0,HUMAN
44.9017,23.4375,74232.4,0,HUMAN
45.1312,23.4375,85323.4,0,HUMAN
46.3355,23.4375,108734.0,0,HUMAN
46.9199,23.4375,115231.0,0,HUMAN
46.1889,23.4375,98515.6,0,HUMAN
46.095,23.4375,103166.0,0,HUMAN
47.4793,23.4375,134183.0,0,HUMAN
45.0154,23.4375,72989.7,0,HUMAN
46.6206,23.4375,116423.0,0,HUMAN
46.3761,23.4375,107434.0,0,HUMAN
47.0034,23.4375,122194.0,0,HUMAN
45.7916,23.4375,84225.6,0,HUMAN
46.6249,54.6875,106032.0,0,HUMAN
47.0601,23.4375,130910.0,0,HUMAN
46.6761,23.4375,112079.0,0,HUMAN
45.3947,23.4375,87943.7,0,HUMAN
45.395,23.4375,91278.0,0,HUMAN
46.1308,23.4375,103019.0,0,HUMAN
46.7686,23.4375,113369.0,0,HUMAN
46.1475,23.4375,93653.4,0,HUMAN
46.1802,23.4375,99248.5,0,HUMAN
44.5906,23.4375,74929.8,0,HUMAN
45.4108,23.4375,78885.7,0,HUMAN
46.867,23.4375,124932.0,0,HUMAN
46.1653,23.4375,89999.3,0,HUMAN
45.5358,23.4375,79294.2,0,HUMAN
47.3513,23.4375,138086.0,0,HUMAN
45.507,23.4375,84563.4,0,HUMAN
45.4734,23.4375,98485.4,0,HUMAN
46.3364,23.4375,101836.0,0,HUMAN
45.9503,23.4375,86946.7,0,HUMAN
46.5166,23.4375,118193.0,0,HUMAN
45.9299,23.4375,96358.8,0,HUMAN
45.9824,23.4375,98617.4,0,HUMAN
46.9289,23.4375,117517.0,0,HUMAN
46.0497,23.4375,95396.6,0,HUMAN
45.6348,23.4375,92007.2,0,HUMAN
45.998,23.4375,110033.0,0,HUMAN
46.0759,23.4375,97087.9,0,HUMAN
46.6643,23.4375,110050.0,0,HUMAN
46.0955,23.4375,103207.0,0,HUMAN
46.959,23.4375,119135.0,0,HUMAN
46.1773,23.4375,93636.4,0,HUMAN
45.8746,23.4375,92901.6,0,HUMAN
45.2305,23.4375,80885.6,0,HUMAN
45.2365,23.4375,91774.2,0,HUMAN
46.3209,23.4375,102641.0,0,HUMAN
47.3849,23.4375,133326.0,0,HUMAN
46.1751,23.4375,103988.0,0,HUMAN
45.8193,23.4375,95527.1,0,HUMAN
46.6725,23.4375,122834.0,0,HUMAN
46.1972,23.4375,99197.4,0,HUMAN
46.6353,23.4375,101909.0,0,HUMAN
46.2768,23.4375,97298.5,0,HUMAN
47.0615,23.4375,114035.0,0,HUMAN
45.2091,23.4375,74822.6,0,HUMAN
45.5448,23.4375,82703.5,0,HUMAN
44.3483,23.4375,66741.7,0,HUMAN
46.2077,23.4375,100789.0,0,HUMAN
46.4316,23.4375,128944.0,0,HUMAN
44.8492,23.4375,85355.2,0,HUMAN
45.5124,23.4375,92741.4,0,HUMAN
45.6688,23.4375,91053.1,0,HUMAN
45.4147,23.4375,91525.7,0,HUMAN
49.1277,23.4375,196678.0,0,HUMAN
46.2846,23.4375,100784.0,0,HUMAN
45.326,23.4375,89218.9,0,HUMAN
45.9744,23.4375,99313.5,0,HUMAN
46.4127,23.4375,110226.0,0,HUMAN
47.1411,23.4375,136158.0,0,HUMAN
45.8872,23.4375,96713.9,0,HUMAN
47.0054,23.4375,114694.0,0,HUMAN
46.3881,23.4375,106267.0,0,HUMAN
45.8252,23.4375,96085.6,0,HUMAN
46.9313,23.4375,129555.0,0,HUMAN
45.4729,23.4375,77418.8,0,HUMAN
45.4445,23.4375,88586.9,0,HUMAN
45.9948,23.4375,99610.9,0,HUMAN
45.3338,23.4375,89107.4,0,HUMAN
46.267,23.4375,104879.0,0,HUMAN
46.179,23.4375,101835.0,0,HUMAN
47.6185,54.6875,149363.0,0,HUMAN
46.526,23.4375,109959.0,0,HUMAN
46.4617,23.4375,109039.0,0,HUMAN
44.9673,23.4375,78518.1,0,HUMAN
46.3903,23.4375,117648.0,0,HUMAN
45.092,23.4375,85576.9,1,HUMAN
46.3604,23.4375,105320.0,0,HUMAN
46.6891,23.4375,114208.0,0,HUMAN
46.3862,23.4375,103176.0,0,HUMAN
46.7331,23.4375,107704.0,0,HUMAN
44.8169,23.4375,70926.5,0,HUMAN
46.701,23.4375,99508.4,0,HUMAN
46.2694,23.4375,106498.0,1,HUMAN
46.4307,23.4375,114261.0,0,HUMAN
44.7353,23.4375,87194.0,0,HUMAN
45.5028,23.4375,90150.4,0,HUMAN
45.5093,23.4375,91065.6,0,HUMAN
46.5592,23.4375,116067.0,0,HUMAN
45.5442,23.4375,86627.2,0,HUMAN
45.6224,23.4375,87422.7,0,HUMAN
46.1403,23.4375,104385.0,0,HUMAN
45.5635,23.4375,83695.4,0,HUMAN
46.1478,23.4375,99566.6,0,HUMAN
45.1868,23.4375,79573.4,0,HUMAN
44.5499,23.4375,70297.6,0,HUMAN
46.7716,23.4375,111211.0,0,HUMAN
46.215,23.4375,102998.0,0,HUMAN
45.9016,23.4375,96636.7,0,HUMAN
46.3451,23.4375,98329.6,0,HUMAN
46.7862,23.4375,119557.0,0,HUMAN
45.5945,23.4375,84168.4,0,HUMAN
46.9688,23.4375,113185.0,0,HUMAN
46.8083,23.4375,112349.0,0,HUMAN
47.1565,23.4375,126738.0,0,HUMAN
44.9219,23.4375,81400.9,0,HUMAN
44.5895,23.4375,69949.2,0,HUMAN
45.9432,23.4375,87303.1,3,HUMAN
45.6346,23.4375,93592.6,0,HUMAN
45.6768,23.4375,80946.0,0,HUMAN
46.2116,23.4375,103434.0,0,HUMAN
45.6007,23.4375,87042.7,0,HUMAN
46.2375,23.4375,100450.0,0,HUMAN
44.9418,23.4375,67413.9,0,HUMAN
47.7932,23.4375,144692.0,0,HUMAN
45.6946,23.4375,100228.0,0,HUMAN
47.1871,23.4375,126549.0,0,HUMAN
46.2798,23.4375,97746.0,0,HUMAN
45.6129,23.4375,90469.1,0,HUMAN
45.8575,23.4375,90027.9,0,HUMAN
46.0782,23.4375,104036.0,0,HUMAN
46.2689,23.4375,109287.0,0,HUMAN
46.8162,23.4375,103691.0,0,HUMAN
46.8471,54.6875,110793.0,0,HUMAN
45.3655,23.4375,85974.4,0,HUMAN
46.2192,23.4375,103262.0,0,HUMAN
44.9041,23.4375,75447.6,0,HUMAN
45.1604,23.4375,82340.4,0,HUMAN
45.5913,23.4375,88066.2,0,HUMAN
45.9712,23.4375,93338.1,0,HUMAN
45.1356,23.4375,82122.1,0,HUMAN
45.191,23.4375,81375.9,0,HUMAN
45.3556,23.4375,93011.7,0,HUMAN
45.7809,23.4375,93907.2,0,HUMAN
45.0747,23.4375,77869.8,0,HUMAN
45.7346,23.4375,78188.7,0,HUMAN
44.8719,23.4375,71484.5,0,HUMAN
45.9019,23.4375,96197.8,0,HUMAN
45.7819,23.4375,93297.2,0,HUMAN
45.3592,23.4375,88379.8,0,HUMAN
47.1913,23.4375,128640.0,0,HUMAN
46.4424,23.4375,114109.0,0,HUMAN
46.8848,23.4375,121735.0,0,HUMAN
45.1446,23.4375,75859.3,0,HUMAN
46.4378,23.4375,104981.0,0,HUMAN
46.4638,23.4375,102249.0,0,HUMAN
45.0569,23.4375,82109.3,0,HUMAN
45.9473,23.4375,101085.0,0,HUMAN
44.7355,23.4375,79027.2,0,HUMAN
45.6208,23.4375,99513.2,0,HUMAN
46.0445,23.4375,97140.9,0,HUMAN
46.3295,23.4375,109402.0,0,HUMAN
45.7014,23.4375,96718.1,0,HUMAN
45.6868,23.4375,100613.0,0,HUMAN
45.82,23.4375,90215.2,0,HUMAN
46.1885,23.4375,95057.9,0,HUMAN
45.3154,23.4375,75139.2,0,HUMAN
45.8261,23.4375,95584.6,0,HUMAN
46.2211,23.4375,97306.0,0,HUMAN
45.8641,23.4375,101893.0,1,HUMAN
45.4288,23.4375,91431.0,0,HUMAN
46.643,23.4375,109340.0,0,HUMAN
45.6431,23.4375,100192.0,0,HUMAN
46.8549,23.4375,108347.0,0,HUMAN
44.6425,23.4375,78892.7,0,HUMAN
46.0243,23.4375,106410.0,0,HUMAN
45.2914,23.4375,84712.2,0,HUMAN
45.5111,23.4375,91906.8,0,HUMAN
46.0826,23.4375,114376.0,0,HUMAN
46.5457,23.4375,156769.0,0,HUMAN
45.8539,23.4375,90486.9,0,HUMAN
44.9382,23.4375,75588.8,0,HUMAN
45.6126,23.4375,95562.1,0,HUMAN
45.9111,54.6875,102170.0,0,HUMAN
46.3001,23.4375,110181.0,0,HUMAN
45.6892,23.4375,86347.6,0,HUMAN
45.2336,23.4375,86035.1,0,HUMAN
46.6156,23.4375,110039.0,0,HUMAN
45.8442,23.4375,95943.9,0,HUMAN
46.2043,23.4375,98866.1,0,HUMAN
46.8732,23.4375,103753.0,0,HUMAN
45.9354,23.4375,102704.0,0,HUMAN
45.0404,23.4375,71816.3,0,HUMAN
46.9473,23.4375,117890.0,0,HUMAN
45.1699,23.4375,85830.8,0,HUMAN
45.3958,23.4375,91588.3,0,HUMAN
44.2643,23.4375,69904.0,0,HUMAN
45.3323,23.4375,90538.8,0,HUMAN
45.3035,23.4375,77352.4,0,HUMAN
44.1051,23.4375,62335.2,0,HUMAN
45.2461,23.4375,76888.1,0,HUMAN
45.5396,23.4375,84022.2,0,HUMAN
45.084,23.4375,80669.0,0,HUMAN
46.9735,23.4375,125309.0,0,HUMAN
47.1213,23.4375,123049.0,0,HUMAN
46.3263,23.4375,103846.0,0,HUMAN
45.7241,23.4375,87614.8,0,HUMAN
44.6976,23.4375,77588.8,0,HUMAN
46.8375,23.4375,112688.0,0,HUMAN
46.6695,23.4375,113381.0,0,HUMAN
45.2499,23.4375,87278.0,0,HUMAN
46.7698,23.4375,104680.0,1,HUMAN
47.2443,23.4375,120904.0,0,HUMAN
47.4924,23.4375,150021.0,0,HUMAN
45.5827,23.4375,77716.7,0,HUMAN
45.3568,23.4375,78646.2,0,HUMAN
44.1124,23.4375,61498.7,0,HUMAN
45.7712,23.4375,94282.4,0,HUMAN
45.7533,23.4375,89870.9,1,HUMAN
45.8218,23.4375,95697.4,0,HUMAN
45.357,23.4375,93026.9,0,HUMAN
45.5132,23.4375,87151.1,0,HUMAN
44.8283,23.4375,79086.9,0,HUMAN
45.8482,23.4375,95316.8,0,HUMAN
44.9789,23.4375,77214.6,0,HUMAN
46.5113,23.4375,109479.0,0,HUMAN
45.7546,23.4375,102392.0,0,HUMAN
45.6863,23.4375,102192.0,0,HUMAN
45.8263,23.4375,94994.7,0,HUMAN
45.6393,23.4375,94830.5,0,HUMAN
46.134,23.4375,99985.8,0,HUMAN
46.3243,23.4375,114710.0,0,HUMAN
45.4128,23.4375,84687.7,0,HUMAN
45.6722,23.4375,90850.1,0,HUMAN
46.4085,23.4375,112479.0,0,HUMAN
44.3644,23.4375,63519.1,0,HUMAN
46.2519,54.6875,116523.0,0,HUMAN
45.4152,23.4375,85953.2,0,HUMAN
45.5967,23.4375,93225.8,0,HUMAN
45.4689,23.4375,86204.4,0,HUMAN
46.4724,23.4375,95496.7,0,HUMAN
45.7176,23.4375,94335.9,0,HUMAN
46.0625,23.4375,99890.4,0,HUMAN
46.4259,23.4375,91342.9,0,HUMAN
46.1538,23.4375,105494.0,0,HUMAN
46.9981,54.6875,125615.0,0,HUMAN
45.8874,23.4375,106548.0,0,HUMAN
45.834,23.4375,96971.8,0,HUMAN
45.6565,23.4375,80670.0,0,HUMAN
46.0518,23.4375,100140.0,0,HUMAN
45.6988,23.4375,87746.0,0,HUMAN
45.4558,23.4375,91636.0,0,HUMAN
46.7287,23.4375,108671.0,0,HUMAN
45.4455,23.4375,76128.6,0,HUMAN
46.5527,23.4375,115067.0,0,HUMAN
46.1849,23.4375,101936.0,0,HUMAN
46.518,23.4375,112525.0,0,HUMAN
44.8556,23.4375,68218.9,0,HUMAN
45.2168,23.4375,77015.2,0,HUMAN
45.9246,23.4375,90374.0,0,HUMAN
46.8742,23.4375,118216.0,0,HUMAN
45.57,23.4375,85771.9,0,HUMAN
46.1272,54.6875,107614.0,0,HUMAN
44.8224,23.4375,65993.0,0,HUMAN
46.5516,23.4375,99119.7,0,HUMAN
45.391,23.4375,71163.1,0,HUMAN
46.0411,23.4375,97163.1,0,HUMAN
47.7247,23.4375,150117.0,0,HUMAN
47.3042,23.4375,122493.0,0,HUMAN
46.6931,23.4375,118739.0,2,HUMAN
45.7367,23.4375,89398.2,0,HUMAN
44.7934,23.4375,63269.3,0,HUMAN
46.4641,23.4375,105695.0,0,HUMAN
46.2805,23.4375,112601.0,0,HUMAN
45.4653,23.4375,87174.3,0,HUMAN
46.6499,23.4375,115972.0,0,HUMAN
46.8962,54.6875,119915.0,0,HUMAN
44.9176,23.4375,77759.5,0,HUMAN
46.1889,23.4375,111500.0,0,HUMAN
46.1816,23.4375,103830.0,0,HUMAN
46.1543,23.4375,108287.0,0,HUMAN
47.2884,23.4375,139631.0,0,HUMAN
44.9621,23.4375,81572.8,0,HUMAN
47.4018,23.4375,132965.0,2,HUMAN
47.1517,23.4375,132964.0,0,HUMAN
45.7041,23.4375,85985.2,0,HUMAN
46.1594,23.4375,96906.7,0,HUMAN
46.3693,23.4375,111776.0,0,HUMAN
45.9897,23.4375,100428.0,0,HUMAN
47.8229,23.4375,152266.0,0,HUMAN
46.4082,23.4375,118430.0,0,HUMAN
46.5721,23.4375,113832.0,0,HUMAN
46.3342,23.4375,98381.5,0,HUMAN
46.7435,23.4375,106150.0,0,HUMAN
46.9989,23.4375,115061.0,0,HUMAN
45.7762,23.4375,87739.4,0,HUMAN
46.5758,23.4375,124466.0,0,HUMAN
46.0152,23.4375,92336.1,0,HUMAN
45.8614,23.4375,97080.2,0,HUMAN
46.2902,23.4375,103644.0,0,HUMAN
46.6662,23.4375,112669.0,0,HUMAN
46.8045,54.6875,123073.0,0,HUMAN
46.9492,23.4375,123053.0,0,HUMAN
48.5612,23.4375,149752.0,0,HUMAN
52.008,15.625,321270.0,0,HUMAN
45.2737,23.4375,80218.2,0,HUMAN
52.3198,15.625,364646.0,0,HUMAN
51.8024,15.625,301513.0,0,HUMAN
46.6126,23.4375,118701.0,0,HUMAN
45.6775,23.4375,88374.8,0,HUMAN
46.6546,23.4375,121321.0,0,HUMAN
45.7965,23.4375,110102.0,0,HUMAN
45.8664,23.4375,91653.1,0,HUMAN
46.3619,23.4375,105521.0,0,HUMAN
46.8348,23.4375,115539.0,0,HUMAN
46.6183,23.4375,107290.0,0,HUMAN
46.6397,23.4375,106260.0,0,HUMAN
46.5118,23.4375,121129.0,0,HUMAN
45.8508,23.4375,86474.8,0,HUMAN
45.4223,23.4375,87762.1,0,HUMAN
45.6022,23.4375,86094.7,0,HUMAN
46.1503,23.4375,100910.0,0,HUMAN
45.9431,23.4375,105618.0,0,HUMAN
44.6987,23.4375,67385.4,0,HUMAN
44.6435,23.4375,68092.9,0,HUMAN
46.0294,23.4375,98431.4,0,HUMAN
45.6925,23.4375,88705.3,0,HUMAN
46.0764,23.4375,110339.0,0,HUMAN
46.9369,54.6875,117106.0,0,HUMAN
45.7725,23.4375,101369.0,0,HUMAN
46.1463,23.4375,105128.0,0,HUMAN
44.9477,23.4375,78751.0,0,HUMAN
45.7117,23.4375,92978.9,0,HUMAN
46.1276,23.4375,96685.1,0,HUMAN
45.6996,23.4375,93240.3,0,HUMAN
46.1396,23.4375,110898.0,0,HUMAN
47.2586,23.4375,118627.0,0,HUMAN
47.2599,54.6875,130840.0,0,HUMAN
47.7044,23.4375,152337.0,0,HUMAN
46.2542,23.4375,110295.0,0,HUMAN
45.8312,23.4375,103607.0,1,HUMAN
45.887,23.4375,94050.0,0,HUMAN
46.0351,23.4375,100045.0,0,HUMAN
46.9761,23.4375,118425.0,0,HUMAN
46.4401,23.4375,110140.0,0,HUMAN
45.516,23.4375,93656.5,0,HUMAN
45.8773,23.4375,98189.9,0,HUMAN
45.5046,23.4375,83419.5,0,HUMAN
46.5689,23.4375,114290.0,0,HUMAN
45.732,23.4375,93452.6,0,HUMAN
45.6314,23.4375,102534.0,0,HUMAN
46.8217,23.4375,116576.0,0,HUMAN
44.9505,23.4375,85266.1,0,HUMAN
45.5999,23.4375,87334.2,0,HUMAN
47.2909,23.4375,131516.0,0,HUMAN
46.9833,23.4375,121933.0,0,HUMAN
46.2852,23.4375,95014.5,0,HUMAN
46.916,23.4375,121259.0,0,HUMAN
45.6105,23.4375,96956.2,0,HUMAN
45.3044,23.4375,85908.1,0,HUMAN
46.3931,23.4375,108992.0,0,HUMAN
45.1642,23.4375,81487.5,0,HUMAN
46.7157,23.4375,112687.0,0,HUMAN
46.49,23.4375,108167.0,0,HUMAN
46.7532,23.4375,113142.0,0,HUMAN
47.009,23.4375,103374.0,0,HUMAN
45.9485,23.4375,100377.0,0,HUMAN
47.3805,23.4375,134781.0,0,HUMAN
47.0052,23.4375,125427.0,0,HUMAN
46.5022,23.4375,110420.0,0,HUMAN
45.3255,23.4375,85658.5,0,HUMAN
46.0356,23.4375,98285.8,0,HUMAN
46.6566,23.4375,119522.0,0,HUMAN
45.7901,23.4375,106881.0,0,HUMAN
46.6415,23.4375,118077.0,0,HUMAN
46.4523,23.4375,110659.0,0,HUMAN
46.8314,23.4375,117122.0,0,HUMAN
46.6465,23.4375,112669.0,0,HUMAN
46.5572,23.4375,118767.0,0,HUMAN
47.9515,23.4375,153369.0,0,HUMAN
45.8015,23.4375,89401.0,0,HUMAN
46.3126,23.4375,100517.0,0,HUMAN
46.6318,23.4375,124226.0,0,HUMAN
45.9615,23.4375,100751.0,0,HUMAN
46.7258,23.4375,114285.0,0,HUMAN
46.912,23.4375,119934.0,0,HUMAN
47.0362,23.4375,114713.0,0,HUMAN
46.1428,23.4375,107986.0,2,HUMAN
45.5157,23.4375,85965.8,0,HUMAN
46.3881,23.4375,114775.0,0,HUMAN
46.5362,23.4375,113608.0,0,HUMAN
47.19,23.4375,145542.0,0,HUMAN
46.1459,23.4375,99510.5,0,HUMAN
45.2595,23.4375,82222.4,0,HUMAN
46.1288,23.4375,107592.0,0,HUMAN
46.2595,23.4375,116517.0,0,HUMAN
45.8801,23.4375,105360.0,0,HUMAN
46.1837,23.4375,99308.1,0,HUMAN
45.4013,23.4375,94191.4,0,HUMAN
46.5407,23.4375,111201.0,0,HUMAN
46.1836,23.4375,95771.0,0,HUMAN
46.7626,23.4375,113073.0,0,HUMAN
46.2815,54.6875,93429.9,0,HUMAN
45.7992,23.4375,78521.4,0,HUMAN
46.8574,23.4375,116321.0,0,HUMAN
45.721,23.4375,97890.9,0,HUMAN
46.3273,54.6875,103873.0,0,HUMAN
46.06,23.4375,103981.0,0,HUMAN
44.0714,23.4375,63764.5,0,HUMAN
46.3573,23.4375,113445.0,0,HUMAN
46.0274,23.4375,96056.1,0,HUMAN
46.7386,23.4375,114709.0,0,HUMAN
45.2303,23.4375,80866.4,0,HUMAN
47.0062,23.4375,127490.0,0,HUMAN
46.6507,23.4375,122479.0,0,HUMAN
